wals code	name	value	description	latitude	longitude	genus	family	area
sak	Sakao	1	Plural prefix	-15.1666666667	167.083333333	Oceanic	Austronesian	Nominal Categories
slb	Saliba (in Papua New Guinea)	2	Plural suffix	-10.5833333333	150.716666667	Oceanic	Austronesian	Nominal Categories
sal	Salinan	2	Plural suffix	36.0	-121.0	Salinan	Hokan	Nominal Categories
syu	Salt-Yui	9	No plural	-6.28333333333	145.033333333	Chimbu-Wahgi	Trans-New Guinea	Nominal Categories
sle	Samba Leko	7	Plural word	8.5	12.5	Samba-Duru	Niger-Congo	Nominal Categories
sam	Samoan	7	Plural word	-13.9166666667	-171.833333333	Oceanic	Austronesian	Nominal Categories
sdw	Sandawe	2	Plural suffix	-5.0	35.0	Sandawe	Sandawe	Nominal Categories
san	Sango	1	Plural prefix	5.0	18.0	Ubangi	Niger-Congo	Nominal Categories
sta	Santa	2	Plural suffix	31.5	107.5	Mongolic	Altaic	Nominal Categories
stl	Santali	2	Plural suffix	24.5	87.0	Munda	Austro-Asiatic	Nominal Categories
snm	Sanuma	7	Plural word	4.5	-64.6666666667	Yanomam	Yanomam	Nominal Categories
src	Sarcee	2	Plural suffix	52.5	-116.0	Athapaskan	Na-Dene	Nominal Categories
srd	Sardinian	2	Plural suffix	40.0	9.0	Romance	Indo-European	Nominal Categories
sar	Sare	8	Plural clitic	-4.5	143.166666667	Sepik Hill	Sepik	Nominal Categories
sav	Savi	2	Plural suffix	35.0	71.5	Indic	Indo-European	Nominal Categories
svs	Savosavo	8	Plural clitic	-9.13333333333	159.8	Savosavo	Solomons East Papuan	Nominal Categories
seb	Sebei	2	Plural suffix	1.33333333333	34.5833333333	Southern Nilotic	Eastern Sudanic	Nominal Categories
sec	Secoya	2	Plural suffix	-0.333333333333	-76.0	Tucanoan	Tucanoan	Nominal Categories
sed	Sedang	7	Plural word	14.8333333333	108.0	Bahnaric	Austro-Asiatic	Nominal Categories
slp	Selepet	2	Plural suffix	-6.16666666667	147.166666667	Huon	Trans-New Guinea	Nominal Categories
skp	Selkup	2	Plural suffix	65.0	82.0	Samoyedic	Uralic	Nominal Categories
sem	Sema	8	Plural clitic	26.0	94.5	Angami-Pochuri	Sino-Tibetan	Nominal Categories
sme	Seme	4	Plural tone	11.0	-4.91666666667	Siamou	Siamou	Nominal Categories
smn	Seminole	2	Plural suffix	33.0	-84.0	Muskogean	Muskogean	Nominal Categories
snt	Sentani	9	No plural	-2.58333333333	140.583333333	Sentanic	Sentanic	Nominal Categories
scr	Serbian-Croatian	2	Plural suffix	44.0	19.0	Slavic	Indo-European	Nominal Categories
ser	Seri	2	Plural suffix	29.0	-112.0	Seri	Hokan	Nominal Categories
shb	Shabo	7	Plural word	7.58333333333	35.4166666667	Shabo	Shabo	Nominal Categories
shm	Shambala	1	Plural prefix	-4.25	38.25	Bantu	Niger-Congo	Nominal Categories
sht	Shatt	2	Plural suffix	10.8333333333	30.0	Daju	Eastern Sudanic	Nominal Categories
shd	Sherdukpen	2	Plural suffix	27.0	92.5	Kho-Bwa	Sino-Tibetan	Nominal Categories
shl	Shilluk	2	Plural suffix	9.66666666667	31.75	Western Nilotic	Eastern Sudanic	Nominal Categories
sna	Shina	2	Plural suffix	36.0	74.0	Indic	Indo-European	Nominal Categories
shk	Shipibo-Konibo	2	Plural suffix	-7.5	-75.0	Panoan	Pano-Tacanan	Nominal Categories
shy	Shira Yughur	2	Plural suffix	38.0	99.0	Mongolic	Altaic	Nominal Categories
shi	Shiriana	7	Plural word	3.5	-62.8333333333	Yanomam	Yanomam	Nominal Categories
smp	Shompen	9	No plural	7.0	93.75	Shompen	Shompen	Nominal Categories
shn	Shona	1	Plural prefix	-18.0	31.0	Bantu	Niger-Congo	Nominal Categories
sho	Shoshone	2	Plural suffix	41.0	-114.0	Northern Uto-Aztecan	Uto-Aztecan	Nominal Categories
sia	Siane	9	No plural	-6.08333333333	145.2	Siane-Yagaria	Trans-New Guinea	Nominal Categories
sid	Sidaama	2	Plural suffix	6.66666666667	38.5	Highland East Cushitic	Afro-Asiatic	Nominal Categories
skk	Sikkimese	7	Plural word	27.8333333333	88.5	Bodic	Sino-Tibetan	Nominal Categories
sil	Sila	2	Plural suffix	12.3333333333	21.75	Daju	Eastern Sudanic	Nominal Categories
sng	Sinaugoro	8	Plural clitic	-9.83333333333	147.833333333	Oceanic	Austronesian	Nominal Categories
sin	Siona	2	Plural suffix	0.333333333333	-76.25	Tucanoan	Tucanoan	Nominal Categories
qum	Sipakapense	7	Plural word	15.25	-91.75	Mayan	Mayan	Nominal Categories
sro	Siroi	7	Plural word	-5.5	146.0	Rai Coast	Trans-New Guinea	Nominal Categories
sis	Sisiqa	7	Plural word	-7.0	156.833333333	Oceanic	Austronesian	Nominal Categories
siu	Siuslaw	2	Plural suffix	44.0	-124.0	Siuslawan	Oregon Coast	Nominal Categories
sla	Slave	2	Plural suffix	67.0	-125.0	Athapaskan	Na-Dene	Nominal Categories
slo	Slovene	2	Plural suffix	46.0	15.0	Slavic	Indo-European	Nominal Categories
so	So	2	Plural suffix	2.58333333333	34.75	Kuliak	Eastern Sudanic	Nominal Categories
sob	Sobei	2	Plural suffix	-1.91666666667	138.75	Oceanic	Austronesian	Nominal Categories
som	Somali	2	Plural suffix	3.0	45.0	Lowland East Cushitic	Afro-Asiatic	Nominal Categories
son	Sonsorol-Tobi	9	No plural	5.33333333333	132.25	Oceanic	Austronesian	Nominal Categories
sor	Sora	2	Plural suffix	20.0	84.3333333333	Munda	Austro-Asiatic	Nominal Categories
stn	Sotho (Northern)	1	Plural prefix	-24.0	29.0	Bantu	Niger-Congo	Nominal Categories
sgb	Sougb	2	Plural suffix	-1.5	134.0	East Bird's Head	East Bird's Head	Nominal Categories
sea	Southeast Ambrym	7	Plural word	-16.3	168.216666667	Oceanic	Austronesian	Nominal Categories
tou	Southern Toussian	2	Plural suffix	11.0	-4.66666666667	Tusia	Niger-Congo	Nominal Categories
spa	Spanish	2	Plural suffix	40.0	-4.0	Romance	Indo-European	Nominal Categories
spi	Spitian	2	Plural suffix	32.25	78.0	Bodic	Sino-Tibetan	Nominal Categories
sre	Sre	1	Plural prefix	11.5	108.0	Bahnaric	Austro-Asiatic	Nominal Categories
sti	Stieng	7	Plural word	11.8333333333	106.75	Bahnaric	Austro-Asiatic	Nominal Categories
sub	Subiya	1	Plural prefix	-17.75	24.9166666667	Bantu	Niger-Congo	Nominal Categories
sud	Sudest	6	Mixed morphological plural	-11.5	153.45	Oceanic	Austronesian	Nominal Categories
suk	Suki	2	Plural suffix	-8.0	141.75	Suki	Trans-New Guinea	Nominal Categories
sul	Sulka	1	Plural prefix	-5.08333333333	151.916666667	Sulka	Sulka	Nominal Categories
sun	Sundanese	5	Plural complete reduplication	-7.0	107.0	Malayo-Sumbawan	Austronesian	Nominal Categories
sug	Sungor	2	Plural suffix	13.75	21.5	Taman	Eastern Sudanic	Nominal Categories
sup	Supyire	2	Plural suffix	11.5	-5.58333333333	Senufo	Niger-Congo	Nominal Categories
swa	Swahili	1	Plural prefix	-6.5	39.0	Bantu	Niger-Congo	Nominal Categories
swe	Swedish	2	Plural suffix	60.0	15.0	Germanic	Indo-European	Nominal Categories
tab	Taba	8	Plural clitic	0.0	127.5	South Halmahera - West New Guinea	Austronesian	Nominal Categories
tba	Tabare	9	No plural	-6.08333333333	145.0	Chimbu-Wahgi	Trans-New Guinea	Nominal Categories
tbw	Tabwa	1	Plural prefix	-8.0	29.5	Bantu	Niger-Congo	Nominal Categories
tac	Tacana	7	Plural word	-13.5	-68.0	Tacanan	Pano-Tacanan	Nominal Categories
tag	Tagalog	7	Plural word	15.0	121.0	Greater Central Philippine	Austronesian	Nominal Categories
tah	Tahitian	7	Plural word	-17.6666666667	-149.583333333	Oceanic	Austronesian	Nominal Categories
trr	Tairora	2	Plural suffix	-6.5	146.0	Tairora	Trans-New Guinea	Nominal Categories
taj	Tajik	2	Plural suffix	38.6666666667	70.0	Iranian	Indo-European	Nominal Categories
tkl	Takelma	2	Plural suffix	42.5	-123.0	Takelma	Takelma	Nominal Categories
tak	Takia	7	Plural word	-4.66666666667	146.0	Oceanic	Austronesian	Nominal Categories
tma	Tama	2	Plural suffix	14.5	22.0	Taman	Eastern Sudanic	Nominal Categories
tmg	Tamagario	9	No plural	-6.41666666667	139.25	Kayagar	Kayagar	Nominal Categories
tam	Tamang (Eastern)	7	Plural word	27.5	85.666666666667	Bodic	Sino-Tibetan	Nominal Categories
tsk	Tamashek	6	Mixed morphological plural	20.0	-2.0	Berber	Afro-Asiatic	Nominal Categories
tml	Tamil	2	Plural suffix	11.0	78.5	Dravidian	Dravidian	Nominal Categories
tnc	Tanacross	2	Plural suffix	63.5	-143.5	Athapaskan	Na-Dene	Nominal Categories
tpt	Tapieté	2	Plural suffix	-19.75	-61.6666666667	Maweti-Guarani	Tupian	Nominal Categories
twe	Tarahumara (Western)	3	Plural stem change	27.5	-108.0	Tarahumaran	Uto-Aztecan	Nominal Categories
tao	Tarao	2	Plural suffix	24.25	94.1666666667	Kuki-Chin	Sino-Tibetan	Nominal Categories
tar	Tariana	2	Plural suffix	1.0	-69.1666666667	Japura-Colombia	Arawakan	Nominal Categories
tas	Tashlhiyt	6	Mixed morphological plural	31.0	-5.0	Berber	Afro-Asiatic	Nominal Categories
tvo	Tatar	2	Plural suffix	56.0	49.5	Turkic	Altaic	Nominal Categories
tts	Tati (Southern)	2	Plural suffix	36.0	49.6666666667	Iranian	Indo-European	Nominal Categories
tsg	Tausug	7	Plural word	6.0	121.0	Greater Central Philippine	Austronesian	Nominal Categories
tau	Tauya	9	No plural	-5.75	145.333333333	Rai Coast	Trans-New Guinea	Nominal Categories
tbo	Tboli	7	Plural word	6.16666666667	124.5	Bilic	Austronesian	Nominal Categories
tlf	Telefol	2	Plural suffix	-5.0	141.75	Ok	Trans-New Guinea	Nominal Categories
tel	Telugu	2	Plural suffix	16.0	79.0	Dravidian	Dravidian	Nominal Categories
tmn	Temein	6	Mixed morphological plural	11.9166666667	29.4166666667	Temein	Eastern Sudanic	Nominal Categories
tne	Temne	1	Plural prefix	8.66666666667	-13.0833333333	Northern Mel	Niger-Congo	Nominal Categories
ten	Tennet	2	Plural suffix	4.41666666667	32.5	South Surmic	Eastern Sudanic	Nominal Categories
tny	Tenyer	2	Plural suffix	10.6666666667	-4.5	Senufo	Niger-Congo	Nominal Categories
teo	Teop	7	Plural word	-5.66666666667	155.0	Oceanic	Austronesian	Nominal Categories
tee	Tepehua (Huehuetla)	6	Mixed morphological plural	20.5	-98.0	Totonacan	Totonacan	Nominal Categories
tep	Tepehua (Tlachichilco)	2	Plural suffix	20.5833333333	-98.25	Totonacan	Totonacan	Nominal Categories
tpn	Tepehuan (Northern)	1	Plural prefix	26.3333333333	-107.0	Tepiman	Uto-Aztecan	Nominal Categories
tps	Tepehuan (Southeastern)	1	Plural prefix	23.0	-104.5	Tepiman	Uto-Aztecan	Nominal Categories
ter	Tera	8	Plural clitic	11.0	11.8333333333	Biu-Mandara	Afro-Asiatic	Nominal Categories
trb	Teribe	2	Plural suffix	9.33333333333	-82.6666666667	Western Isthmic Chibchan	Chibchan	Nominal Categories
tes	Teso	6	Mixed morphological plural	1.83333333333	33.8333333333	Eastern Nilotic	Eastern Sudanic	Nominal Categories
ttn	Tetun	7	Plural word	-9.0	126.0	Central Malayo-Polynesian	Austronesian	Nominal Categories
ttd	Tetun Dili	7	Plural word	-8.58333333333	125.583333333	Central Malayo-Polynesian	Austronesian	Nominal Categories
thk	Thakali	2	Plural suffix	29.0	83.75	Bodic	Sino-Tibetan	Nominal Categories
thn	Thangmi	2	Plural suffix	27.75	86.0	Himalayish	Sino-Tibetan	Nominal Categories
thu	Thulung	9	No plural	27.4166666667	86.5	Himalayish	Sino-Tibetan	Nominal Categories
tmo	Tibetan (Modern Literary)	7	Plural word	29.8333333333	91.5	Bodic	Sino-Tibetan	Nominal Categories
tic	Ticuna	2	Plural suffix	-4.0	-70.5	Ticuna	Ticuna	Nominal Categories
tid	Tidore	9	No plural	0.75	127.5	North Halmaheran	North Halmaheran	Nominal Categories
tgk	Tigak	7	Plural word	-2.71666666667	150.8	Oceanic	Austronesian	Nominal Categories
tig	Tigrinya	2	Plural suffix	14.5	38.5	Semitic	Afro-Asiatic	Nominal Categories
tgr	Tigré	6	Mixed morphological plural	16.5	38.5	Semitic	Afro-Asiatic	Nominal Categories
tja	Tiipay (Jamul)	3	Plural stem change	32.1666666667	-116.5	Yuman	Hokan	Nominal Categories
tia	Tima	1	Plural prefix	11.6666666667	29.25	Katla-Tima	Kordofanian	Nominal Categories
tmc	Timucua	2	Plural suffix	30.25	-82.5	Timucua	Timucua	Nominal Categories
tim	Timugon	8	Plural clitic	5.0	116.0	North Borneo	Austronesian	Nominal Categories
tin	Tinrin	7	Plural word	-21.6666666667	165.75	Oceanic	Austronesian	Nominal Categories
tir	Tiriyo	2	Plural suffix	3.25	-55.75	Cariban	Cariban	Nominal Categories
trm	Tirmaga	2	Plural suffix	5.75	35.25	South Surmic	Eastern Sudanic	Nominal Categories
twn	Tiwa (Northern)	2	Plural suffix	36.5	-105.5	Kiowa-Tanoan	Kiowa-Tanoan	Nominal Categories
tiw	Tiwi	2	Plural suffix	-11.5	131.0	Tiwian	Tiwian	Nominal Categories
tlp	Tlapanec	9	No plural	17.0833333333	-99.0	Subtiaba-Tlapanec	Oto-Manguean	Nominal Categories
tli	Tlingit	2	Plural suffix	59.0	-135.0	Tlingit	Na-Dene	Nominal Categories
tob	Toba	2	Plural suffix	-26.5	-59.0	Qom	Guaicuruan	Nominal Categories
tlo	Tobelo	9	No plural	1.5	128.5	North Halmaheran	North Halmaheran	Nominal Categories
tla	Tolai	7	Plural word	-4.25	152.083333333	Oceanic	Austronesian	Nominal Categories
tno	Tondano	7	Plural word	1.25	125.0	Minahasan	Austronesian	Nominal Categories
toz	Tonga (in Zambia)	1	Plural prefix	-17.0	27.0	Bantu	Niger-Congo	Nominal Categories
tng	Tongan	7	Plural word	-21.1666666667	-175.166666667	Oceanic	Austronesian	Nominal Categories
ton	Tonkawa	2	Plural suffix	30.25	-96.75	Tonkawa	Tonkawa	Nominal Categories
trw	Torwali	2	Plural suffix	34.25	72.0	Indic	Indo-European	Nominal Categories
tot	Totonac (Misantla)	6	Mixed morphological plural	19.9166666667	-96.9166666667	Totonacan	Totonacan	Nominal Categories
tri	Trique (Copala)	9	No plural	17.1666666667	-97.9166666667	Trique	Oto-Manguean	Nominal Categories
tru	Trumai	7	Plural word	-11.9166666667	-53.5833333333	Trumai	Trumai	Nominal Categories
tsf	Tsafiki	8	Plural clitic	-1.0	-79.3333333333	Barbacoan	Barbacoan	Nominal Categories
tsz	Tsez	2	Plural suffix	42.25	45.75	Avar-Andic-Tsezic	Nakh-Daghestanian	Nominal Categories
tgl	Tshangla	8	Plural clitic	27.8333333333	92.1666666667	Bodic	Sino-Tibetan	Nominal Categories
tsi	Tsimshian (Coast)	1	Plural prefix	52.5	-129.0	Tsimshianic	Tsimshianic	Nominal Categories
tgo	Tsogo	1	Plural prefix	-1.5	11.3333333333	Bantu	Niger-Congo	Nominal Categories
ttu	Tsova-Tush	2	Plural suffix	42.5	45.5	Nakh	Nakh-Daghestanian	Nominal Categories
tgh	Tuareg (Ghat)	6	Mixed morphological plural	25.0	10.1666666667	Berber	Afro-Asiatic	Nominal Categories
tbu	Tubu	2	Plural suffix	16.0	15.0	Western Saharan	Saharan	Nominal Categories
tuc	Tucano	2	Plural suffix	0.5	-69.1666666667	Tucanoan	Tucanoan	Nominal Categories
tgn	Tugun	7	Plural word	-7.71666666667	126.75	Central Malayo-Polynesian	Austronesian	Nominal Categories
tuk	Tukang Besi	9	No plural	-5.5	123.5	Celebic	Austronesian	Nominal Categories
tul	Tulu	2	Plural suffix	12.75	75.3333333333	Dravidian	Dravidian	Nominal Categories
tnn	Tunen	1	Plural prefix	4.75	10.6666666667	Bantu	Niger-Congo	Nominal Categories
tnk	Tungak	7	Plural word	-2.55	150.25	Oceanic	Austronesian	Nominal Categories
tun	Tunica	2	Plural suffix	32.6666666667	-91.0	Tunica	Tunica	Nominal Categories
tna	Turkana	6	Mixed morphological plural	3.0	35.5	Eastern Nilotic	Eastern Sudanic	Nominal Categories
tur	Turkish	2	Plural suffix	39.0	35.0	Turkic	Altaic	Nominal Categories
tus	Tuscarora	1	Plural prefix	36.0	-77.5	Northern Iroquoian	Iroquoian	Nominal Categories
tvl	Tuvaluan	7	Plural word	-8.5	179.166666667	Oceanic	Austronesian	Nominal Categories
tuv	Tuvan	2	Plural suffix	52.0	95.0	Turkic	Altaic	Nominal Categories
tzo	Tzotzil	2	Plural suffix	16.5	-92.6666666667	Mayan	Mayan	Nominal Categories
tzu	Tzutujil	7	Plural word	14.6666666667	-91.3333333333	Mayan	Mayan	Nominal Categories
tsh	Tümpisa Shoshone	2	Plural suffix	37.0	-117.0	Northern Uto-Aztecan	Uto-Aztecan	Nominal Categories
uby	Ubykh	2	Plural suffix	43.6666666667	39.6666666667	Northwest Caucasian	Northwest Caucasian	Nominal Categories
udi	Udi	2	Plural suffix	41.0	48.0	Lezgic	Nakh-Daghestanian	Nominal Categories
udm	Udmurt	2	Plural suffix	57.5	52.5	Permic	Uralic	Nominal Categories
ukr	Ukrainian	2	Plural suffix	49.0	33.0	Slavic	Indo-European	Nominal Categories
uld	Uldeme	7	Plural word	10.95	14.1166666667	Biu-Mandara	Afro-Asiatic	Nominal Categories
ung	Ungarinjin	5	Plural complete reduplication	-16.3333333333	126.0	Worrorran	Worrorran	Nominal Categories
ura	Ura	7	Plural word	-18.6666666667	169.083333333	Oceanic	Austronesian	Nominal Categories
url	Urak Lawoi'	9	No plural	8.0	98.3333333333	Malayo-Sumbawan	Austronesian	Nominal Categories
urn	Urarina	2	Plural suffix	-4.5	-75.5	Urarina	Urarina	Nominal Categories
urt	Urat	7	Plural word	-3.66666666667	142.833333333	Urat	Torricelli	Nominal Categories
urd	Urdu	2	Plural suffix	25.0	67.0	Indic	Indo-European	Nominal Categories
urk	Urubú-Kaapor	2	Plural suffix	-2.33333333333	-46.5	Maweti-Guarani	Tupian	Nominal Categories
usr	Usarufa	2	Plural suffix	-6.41666666667	145.583333333	Gauwa	Trans-New Guinea	Nominal Categories
ute	Ute	2	Plural suffix	39.0	-109.0	Northern Uto-Aztecan	Uto-Aztecan	Nominal Categories
uyg	Uyghur	2	Plural suffix	40.0	80.0	Turkic	Altaic	Nominal Categories
uzb	Uzbek	2	Plural suffix	39.0	66.0	Turkic	Altaic	Nominal Categories
vai	Vai	7	Plural word	6.91666666667	-11.25	Western Mande	Mande	Nominal Categories
vie	Vietnamese	7	Plural word	10.5	106.5	Vietic	Austro-Asiatic	Nominal Categories
vnm	Vinmavis	7	Plural word	-16.1666666667	167.416666667	Oceanic	Austronesian	Nominal Categories
wah	Wahgi	9	No plural	-5.83333333333	144.716666667	Chimbu-Wahgi	Trans-New Guinea	Nominal Categories
wak	Wakhi	2	Plural suffix	36.5	72.0	Iranian	Indo-European	Nominal Categories
wal	Walman	2	Plural suffix	-3.21666666667	142.5	West Palei	Torricelli	Nominal Categories
wbn	Wambon	2	Plural suffix	-5.5	140.416666667	Dumut	Trans-New Guinea	Nominal Categories
wme	Wambule	7	Plural word	29.25	85.9166666667	Himalayish	Sino-Tibetan	Nominal Categories
wao	Waorani	2	Plural suffix	-1.0	-76.5	Waorani	Waorani	Nominal Categories
wap	Wappo	2	Plural suffix	38.5	-122.5	Wappo	Wappo-Yukian	Nominal Categories
wra	Warao	2	Plural suffix	9.33333333333	-61.6666666667	Warao	Warao	Nominal Categories
wrd	Wardaman	2	Plural suffix	-15.5	131.0	Yangmanic	Yangmanic	Nominal Categories
wrk	Warekena	2	Plural suffix	1.5	-67.5	Alto-Orinoco	Arawakan	Nominal Categories
war	Wari'	7	Plural word	-11.3333333333	-65.0	Chapacura-Wanham	Chapacura-Wanham	Nominal Categories
wrl	Warlpiri	2	Plural suffix	-20.0	132.333333333	Western Pama-Nyungan	Pama-Nyungan	Nominal Categories
wrn	Warndarang	1	Plural prefix	-14.4166666667	135.583333333	Mara	Mangarrayi-Maran	Nominal Categories
wrw	Warrwa	8	Plural clitic	-17.5	123.5	Nyulnyulan	Nyulnyulan	Nominal Categories
wau	Waunana	2	Plural suffix	4.0	-77.0	Choco	Choco	Nominal Categories
wed	Wedau	1	Plural prefix	-10.1666666667	150.166666667	Oceanic	Austronesian	Nominal Categories
wel	Welsh	2	Plural suffix	52.0	-3.0	Celtic	Indo-European	Nominal Categories
wic	Wichita	9	No plural	33.3333333333	-97.3333333333	Northern Caddoan	Caddoan	Nominal Categories
wch	Wichí	2	Plural suffix	-22.5	-62.5833333333	Matacoan	Matacoan	Nominal Categories
wik	Wikchamni	2	Plural suffix	36.4166666667	-119.083333333	Yokuts	Penutian	Nominal Categories
wir	Wirangu	9	No plural	-32.0	134.0	Central Pama-Nyungan	Pama-Nyungan	Nominal Categories
wiy	Wiyot	9	No plural	40.8333333333	-124.166666667	Wiyot	Algic	Nominal Categories
wly	Wolaytta	2	Plural suffix	6.83333333333	37.75	Ta-Ne-Omotic	Afro-Asiatic	Nominal Categories
wlo	Wolio	7	Plural word	-5.5	122.75	Celebic	Austronesian	Nominal Categories
wlf	Wolof	6	Mixed morphological plural	15.25	-16.0	Wolof	Niger-Congo	Nominal Categories
xas	Xasonga	2	Plural suffix	14.25	-10.5	Western Mande	Mande	Nominal Categories
xav	Xavánte	9	No plural	-15.0	-52.5	Je Central	Macro-Ge	Nominal Categories
xho	Xhosa	1	Plural prefix	-32.0	27.0	Bantu	Niger-Congo	Nominal Categories
xar	Xârâcùù	7	Plural word	-21.6666666667	166.0	Oceanic	Austronesian	Nominal Categories
ygr	Yagaria	8	Plural clitic	-6.33333333333	145.416666667	Siane-Yagaria	Trans-New Guinea	Nominal Categories
yag	Yagua	2	Plural suffix	-3.5	-72.0	Peba-Yaguan	Peba-Yaguan	Nominal Categories
ykt	Yakut	2	Plural suffix	62.0	130.0	Turkic	Altaic	Nominal Categories
yam	Yaminahua	2	Plural suffix	-8.0	-73.0	Panoan	Pano-Tacanan	Nominal Categories
yny	Yanyuwa	1	Plural prefix	-16.4166666667	137.166666667	Western Pama-Nyungan	Pama-Nyungan	Nominal Categories
yap	Yapese	7	Plural word	9.58333333333	138.166666667	Yapese	Austronesian	Nominal Categories
yaq	Yaqui	2	Plural suffix	27.5	-110.25	Cahita	Uto-Aztecan	Nominal Categories
yar	Yareba	2	Plural suffix	-9.5	148.5	Yareban	Trans-New Guinea	Nominal Categories
ywl	Yawelmani	2	Plural suffix	35.4166666667	-119.0	Yokuts	Penutian	Nominal Categories
yel	Yelî Dnye	7	Plural word	-11.3666666667	154.166666667	Yele	Yele	Nominal Categories
yid	Yidiny	9	No plural	-17.0	145.75	Northern Pama-Nyungan	Pama-Nyungan	Nominal Categories
yim	Yimas	2	Plural suffix	-4.66666666667	143.55	Lower Sepik	Ramu-Lower Sepik	Nominal Categories
yin	Yindjibarndi	2	Plural suffix	-21.75	117.916666667	Western Pama-Nyungan	Pama-Nyungan	Nominal Categories
yok	Yokuts (Yaudanchi)	2	Plural suffix	36.0833333333	-119.083333333	Yokuts	Penutian	Nominal Categories
yor	Yoruba	7	Plural word	8.0	4.33333333333	Defoid	Niger-Congo	Nominal Categories
yuc	Yuchi	7	Plural word	35.75	-86.75	Yuchi	Yuchi	Nominal Categories
ycn	Yucuna	2	Plural suffix	-0.75	-71.0	Japura-Colombia	Arawakan	Nominal Categories
yko	Yukaghir (Kolyma)	2	Plural suffix	65.75	150.833333333	Yukaghir	Yukaghir	Nominal Categories
ytu	Yukaghir (Tundra)	2	Plural suffix	69.0	155.0	Yukaghir	Yukaghir	Nominal Categories
yuk	Yukulta	2	Plural suffix	-17.3333333333	138.833333333	Tangkic	Tangkic	Nominal Categories
yul	Yulu	8	Plural clitic	8.5	25.25	Bongo-Bagirmi	Central Sudanic	Nominal Categories
ypk	Yup'ik (Central)	2	Plural suffix	59.5	-160.0	Eskimo	Eskimo-Aleut	Nominal Categories
yur	Yurok	6	Mixed morphological plural	41.3333333333	-124.0	Yurok	Algic	Nominal Categories
yuw	Yuwaalaraay	2	Plural suffix	-29.5	148.0	Southeastern Pama-Nyungan	Pama-Nyungan	Nominal Categories
zan	Zande	1	Plural prefix	4.0	26.0	Ubangi	Niger-Congo	Nominal Categories
zpr	Zaparo	2	Plural suffix	-2.0	-76.3333333333	Zaparoan	Zaparoan	Nominal Categories
zai	Zapotec (Isthmus)	7	Plural word	16.416667	-95.0	Zapotecan	Oto-Manguean	Nominal Categories
zap	Zapotec (Mitla)	1	Plural prefix	16.8	-96.25	Zapotecan	Oto-Manguean	Nominal Categories
zar	Zarma	8	Plural clitic	13.8333333333	2.16666666667	Songhay	Songhay	Nominal Categories
zay	Zayse	2	Plural suffix	5.91666666667	37.3333333333	Ta-Ne-Omotic	Afro-Asiatic	Nominal Categories
zhn	Zhuang (Northern)	9	No plural	24.0	108.0	Kam-Tai	Tai-Kadai	Nominal Categories
zqc	Zoque (Copainalá)	2	Plural suffix	17.0	-93.25	Mixe-Zoque	Mixe-Zoque	Nominal Categories
zul	Zulu	1	Plural prefix	-30.0	30.0	Bantu	Niger-Congo	Nominal Categories
zun	Zuni	2	Plural suffix	35.0833333333	-108.833333333	Zuni	Zuni	Nominal Categories
rgc	rGyalrong (Caodeng)	2	Plural suffix	31.6666666667	101.75	Na-Qiangic	Sino-Tibetan	Nominal Categories
eme	Émérillon	8	Plural clitic	3.16666666667	-52.4166666667	Maweti-Guarani	Tupian	Nominal Categories
omi	Ömie	9	No plural	-9.05	148.083333333	Koiarian	Trans-New Guinea	Nominal Categories
